"","IP","IV_pred[1]","IV_pred[2]","IV_pred[3]","IV_pred[4]","IV_pred[5]","IV_pred[6]","IV_pred[7]","IV_pred[8]","IV_pred[9]","IV_pred[10]","IV_pred[11]","IV_pred[12]","IV_pred[13]","IV_pred[14]","IV_pred[15]","IV_pred[16]","IV_pred[17]","IV_pred[18]","IV_pred[19]","IV_pred[20]","IV_pred[21]","IV_pred[22]","IV_pred[23]","IV_pred[24]","IV_pred[25]","IV_pred[26]","IV_pred[27]","IV_pred[28]","IV_pred[29]","IV_pred[30]","IV_pred[31]","IV_pred[32]","IV_pred[33]","IV_pred[34]","IV_pred[35]","IV_pred[36]","IV_pred[37]","IV_pred[38]","IV_pred[39]","IV_pred[40]","IV_pred[41]","IV_pred[42]","IV_pred[43]","IV_pred[44]","IV_pred[45]","IV_pred[46]","IV_pred[47]","IV_pred[48]","IV_pred[49]","IV_pred[50]","IV_pred[51]","IV_pred[52]","IV_pred[53]","IV_pred[54]","IV_pred[55]","IV_pred[56]","IV_pred[57]","IV_pred[58]","IV_pred[59]","IV_stratum","beta_0","beta_pred[1]","beta_pred[2]","beta_pred[3]","beta_pred[4]","beta_pred[5]","beta_pred[6]","beta_pred[7]","beta_pred[8]","beta_pred[9]","beta_pred[10]","beta_pred[11]","beta_pred[12]","beta_pred[13]","beta_pred[14]","beta_pred[15]","beta_pred[16]","beta_pred[17]","beta_pred[18]","beta_pred[19]","beta_pred[20]","beta_pred[21]","beta_pred[22]","beta_pred[23]","beta_pred[24]","beta_pred[25]","beta_pred[26]","beta_pred[27]","beta_pred[28]","beta_pred[29]","beta_pred[30]","beta_pred[31]","beta_pred[32]","beta_pred[33]","beta_pred[34]","beta_pred[35]","beta_pred[36]","beta_pred[37]","beta_pred[38]","beta_pred[39]","beta_pred[40]","beta_pred[41]","beta_pred[42]","beta_pred[43]","beta_pred[44]","beta_pred[45]","beta_pred[46]","beta_pred[47]","beta_pred[48]","beta_pred[49]","beta_pred[50]","beta_pred[51]","beta_pred[52]","beta_pred[53]","beta_pred[54]","beta_pred[55]","beta_pred[56]","beta_pred[57]","beta_pred[58]","beta_pred[59]","beta_stratum[1]","beta_stratum[2]","beta_stratum[3]","beta_stratum[4]","beta_stratum[5]","beta_stratum[6]","beta_stratum[7]","beta_stratum[8]","beta_stratum[9]","lambda_squared","r","tau_squared_pred[1]","tau_squared_pred[2]","tau_squared_pred[3]","tau_squared_pred[4]","tau_squared_pred[5]","tau_squared_pred[6]","tau_squared_pred[7]","tau_squared_pred[8]","tau_squared_pred[9]","tau_squared_pred[10]","tau_squared_pred[11]","tau_squared_pred[12]","tau_squared_pred[13]","tau_squared_pred[14]","tau_squared_pred[15]","tau_squared_pred[16]","tau_squared_pred[17]","tau_squared_pred[18]","tau_squared_pred[19]","tau_squared_pred[20]","tau_squared_pred[21]","tau_squared_pred[22]","tau_squared_pred[23]","tau_squared_pred[24]","tau_squared_pred[25]","tau_squared_pred[26]","tau_squared_pred[27]","tau_squared_pred[28]","tau_squared_pred[29]","tau_squared_pred[30]","tau_squared_pred[31]","tau_squared_pred[32]","tau_squared_pred[33]","tau_squared_pred[34]","tau_squared_pred[35]","tau_squared_pred[36]","tau_squared_pred[37]","tau_squared_pred[38]","tau_squared_pred[39]","tau_squared_pred[40]","tau_squared_pred[41]","tau_squared_pred[42]","tau_squared_pred[43]","tau_squared_pred[44]","tau_squared_pred[45]","tau_squared_pred[46]","tau_squared_pred[47]","tau_squared_pred[48]","tau_squared_pred[49]","tau_squared_pred[50]","tau_squared_pred[51]","tau_squared_pred[52]","tau_squared_pred[53]","tau_squared_pred[54]","tau_squared_pred[55]","tau_squared_pred[56]","tau_squared_pred[57]","tau_squared_pred[58]","tau_squared_pred[59]","tau_squared_stratum"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_1",1.00179357059188,1.00019664102593,1.00090947647214,1.00092839272494,1.00134921101832,1.00245337551534,1.00160184175957,1.00000965091255,1.00054991744792,1.00053125669388,1.000902477082,1.00050495013712,1.00070909215068,1.00210935957965,1.00031543580816,1.00008810229418,1.00131732230427,1.00030722165773,1.00005322216305,1.00011867795863,1.0004006997087,1.00004671061199,1.00150159505997,1.00079137406432,1.00072051303467,1.0002864849309,1.00069446344426,1.0003069866946,1.00102358996443,1.00006556639929,1.00111522095045,1.0004563429203,1.00047493673674,1.00006939241855,1.00034891133427,1.00043177782962,1.0004371331137,1.00015345440207,1.00050499622114,1.00024090904419,1.00057343064181,0.999999032734399,1.00000832831068,1.00046298614977,1.00036934824121,1.00028766518296,1.00039560704228,1.00006763649019,1.00052233871136,1.00043999659295,1.00002119132003,1.0000236969115,1.00005999474515,1.00106241160856,1.00003866358581,1.00016447141116,1.00025675132477,1.00004055071468,1.00021752546012,1.0002497730118,NA,1.00176626458476,1.00178546092665,1.0007649616718,1.00131604168365,1.0036723062008,1.00109803822895,1.0036448145497,1.00120760459865,1.0026903312546,1.00117164772539,1.0039809452301,1.01535237477105,1.0019438647264,1.00155637722715,1.00069708390609,1.00271381044511,1.00055691584928,1.00055033378317,1.00165433839361,1.00175589518807,1.00245349456465,1.00091257749828,1.00220233235513,1.00402911706391,1.00078056536606,1.00089091912879,1.00263844277093,1.00035448862241,1.00084762766335,1.00380008500675,1.00147086303021,1.0012132116354,1.0021817897972,1.00477271889032,1.00031378697692,1.00258558797758,1.00007128566051,1.00007225937331,1.00048802979264,1.00104627054174,1.00016031578659,1.01837940791772,1.00439563511639,1.00116498616638,1.0009710073592,1.00117112445962,1.00038541737595,1.00204184610508,1.001156226205,1.00140799930439,1.00598903977449,1.01794211460494,1.00356304349136,1.01091420705273,1.00123644695771,1.0021071114252,1.00023727850347,1.00152681802276,1.00052540104961,1.00058318988923,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00391985253278,1.00008008905601,1.04207608622782,1.12532684699462,1.04633294383468,1.01539295532287,1.10879698854635,1.0211229840064,1.05802382710686,1.03859212446579,1.10586067214212,1.07744992533688,1.05106138397682,1.07860009845753,1.0324864055551,1.128752879579,1.0360263383469,1.00848393783315,1.0874419214712,1.0808955443329,1.04488565958147,1.07945001652763,1.02768913866513,1.06896864356783,1.08544773355556,1.08780955524242,1.13019205798945,1.05379315210962,1.03701178103173,1.04601212828282,1.04303513207506,1.04013843091544,1.03918496243426,1.09752973939284,1.05152118186971,1.01293430525062,1.14238617314727,1.03460006625089,1.08751763873311,1.09396963204503,1.03305999911788,1.00762466922645,1.05703331752823,1.02843066596536,1.05210103011292,1.03962991801324,1.03598769556463,1.129440106436,1.09509916063258,1.04098510351714,1.02500148719877,1.0439443788546,1.1125801782533,1.08099287601629,1.04548217738315,1.04611040018688,1.06176922462498,1.04831405864209,1.01622261363716,1.01137485726018,1.05296332155303,1.055861323622
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_3",1.02459121694453,1.01227437977878,1.00113561728332,1.04328258434511,1.03895894860928,1.00434331479498,1.00590910835415,1.00593737917686,1.00616262015243,1.0076612168701,1.00027956795478,1.00832951504607,1.00368374947366,1.00977358513259,1.00715699990027,1.00593805369947,1.00669233398762,1.00412372181043,1.00318276066147,1.00621328969669,1.00408391506894,1.00455295567851,1.00712792993306,1.0168429527733,1.00240287219485,1.00182816465038,1.00465150177985,1.00746479334465,1.00553278535259,1.00583213282652,1.00447529039361,1.0133472330368,1.00770147374604,1.00573526423277,1.0007861162,1.00351766029379,1.0034750560951,1.00421567736573,1.00412889921643,1.00464329081701,1.0087044627548,1.00560810242672,1.00509769308465,1.00404591789878,1.00522063642236,1.00477648240927,1.00471390108124,1.00459510926491,1.00750644304915,1.00731295292202,1.00530394705533,1.00489799964578,1.00620756415566,1.00662328488042,1.00388905192222,1.00293445897247,1.00459863555946,1.00320517966964,1.00438865433738,1.00247311219159,NA,1.02259054497629,1.13323611215814,1.14463068472131,1.04873506223386,1.04508849118829,1.0010978685921,1.00117899675132,1.00059607859165,1.0005522169839,1.02213925166868,1.03588586326769,1.00321766343952,1.00637860480862,1.00781209499187,1.00311422448784,1.00214457078888,1.00404180664478,1.01087261552714,1.01170963442555,1.00291912585662,1.00100078259344,1.00526307909766,1.00242936722212,1.00991843227478,1.00138462452872,1.00948588257555,1.00156498347316,1.00088405288529,1.00050399677487,1.00141252017833,1.03816425142022,1.02130096727076,1.00354689973838,1.02008347772149,1.04211149558164,1.00625301261075,1.00623938795244,1.01142324166214,1.00662484391116,1.04527848376046,1.00131212211037,1.00221120851343,1.00562816394101,1.00445863990946,1.00036543260856,1.00423262506052,1.00409124885666,1.00747170318757,1.00274975747142,1.003179551171,1.00243238644338,1.00203867416835,1.00007602183004,1.00313925183248,1.00914587048982,1.0288665855122,1.00410072490289,1.01206325495013,1.00791147432514,1.0354528550221,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02693672819913,1.00005324544672,1.43436583411495,1.43459748653913,1.40113371900096,1.28244281822096,1.38113760630851,1.46676579587275,1.33098429663253,1.49849718158641,1.2878349452585,1.6546593572264,1.44315878227336,1.18929900646451,1.43227259018325,1.28030671529816,1.620991259679,1.45169416549589,1.26417936156624,1.27723403996283,1.37119336843895,1.44147344067963,1.2556190792853,1.27885086903292,1.69317475538079,1.35652452077536,1.5391125498294,1.83478142386089,1.38747396432999,1.30681087005028,1.4066299625678,1.30590929670634,1.25603969171292,1.31605635946032,1.60318130724992,1.39647795440295,1.48397439025785,1.47810202008607,1.3847685892456,1.33629620413846,1.31825896318675,1.57226891156343,1.6843148338939,1.42548346882823,1.5339023288925,1.32804270553401,1.27456873432333,1.49113044496801,1.30261601199093,1.35189205306398,1.31866123960959,1.50150322052126,1.35101032686644,1.46716806635471,1.45325421912366,1.50957676715472,1.68626669932274,1.3527849791097,1.21000094994238,1.37750056897166,1.27054624464813,1.54776578200052
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_4",1.03627479507188,1.01376074371138,1.01556515461985,1.00081508378933,1.02687429427331,1.01644092004586,1.01515568318053,1.00972529790881,1.00786944833006,1.006413769184,1.01687720421193,1.00381698635795,1.00149343296134,1.0161077921744,1.00726778735175,1.00937329323013,1.00747793776437,1.00593405154332,1.00373021517565,1.00440835464818,1.0053781112722,1.00542649700376,1.02772440716044,1.00807457093612,1.00141818337459,1.00538057877766,1.00926265815402,1.00690395065803,1.00585861961382,1.00397046304467,1.00138720325507,1.00211343961917,1.0045358596802,1.00466900095299,1.00002818480123,1.00198111691879,1.00363543919788,1.00530780233246,1.00423645048482,1.00477043895631,1.00702497452296,1.00275787065746,1.00092484532867,1.00455849444981,1.00545443765019,1.00338019158676,1.00507759624951,1.00376844249846,1.00973183854869,1.0005084221136,1.00283176531274,1.00267882453924,1.00617764904636,1.00505869254059,1.00496240399213,1.00489747947369,1.00247116265721,1.00538277306647,1.00398862793134,1.00460836664813,1.52448961525687,1.03099516054102,1.01126871419732,1.16977672121681,1.02218020448647,1.01701387649966,1.00644263156691,1.00607448150812,1.00535810198115,1.00179069556603,1.12990330182346,1.00270097255453,1.00884033058783,1.02695454289638,1.01052583514982,1.00330689659541,1.00739058615314,1.00392501918807,1.01466763674737,1.01260881450824,1.0065508941454,1.00487214109826,1.00579923499207,1.01120508043902,1.00419217329207,1.00452951469421,1.00640372247519,1.00709727733815,1.03351167771027,1.00234955324821,1.00074018411429,1.01981986764399,1.00798696636616,1.01514515744553,1.00317806219889,1.06334865567629,1.01341432912323,1.00903021862037,1.00062617211734,1.0007398766754,1.00269919321887,1.00286482599008,1.00634991435773,1.01091988758729,1.00565855051267,1.02872387663799,1.0082520304115,1.00185743882079,1.00233319321919,1.00213046751719,1.01769940397521,1.00481974604956,1.00313034338021,1.00089358932554,1.00371529315765,1.00291622153246,1.054148430867,1.01254352964063,1.01205210156758,1.00558057793125,1.00221123839706,1.47907689046275,1.22709967468058,1.16345248331338,1.33916594035648,1.42117995912991,1.16335283184138,1.24491659186982,1.36315182981302,1.38008030124529,1.37014254916106,1.00023442492307,1.02279815157788,1.0090037461945,1.04248411724578,1.00896212614509,1.03051523096788,1.02326529400408,1.03631053280541,1.02069396176009,1.03083132622558,1.04121851262184,1.00119471124491,1.03070427474881,1.02475849230276,1.01396298836381,1.05699582656206,1.04687158709053,1.01893481290999,1.0058371958559,1.0589914470079,1.01419412719201,1.00404074100033,1.03072781256858,1.01720999165492,1.02591589444269,1.01721266616679,1.01972507226399,1.02497728713333,1.0211763960995,1.02827439170702,1.01744995832385,1.03483222390039,1.06549551596919,1.04617249779118,1.03495356457027,1.08620074916157,1.04212735609171,1.01594261579337,1.01614422855978,1.01934713698991,1.01397717874067,1.02909628145841,1.00796173708868,1.032526382584,1.02727542344905,1.0058179241613,1.01992119394224,1.0074250671399,1.02542519938695,1.01917078887293,1.05340002399723,1.16399870501911,1.01990273822244,1.03216048004787,1.01742386862094,1.08322865122816,1.01934797016223,1.05584378591064,1.00375433217456,1.02508739076499,1.01813575177296
"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;_1",1.00157442750595,1.00004600196825,1.00008213735842,1.00000204037448,1.00117856642652,1.00026674962417,1.00018728498508,1.00055455269799,1.00017822302536,1.00072782737167,1.00021175019846,1.00129239645932,1.00033681763571,1.00091905539094,1.00017707504447,1.00010423050079,1.00029095482768,1.00009103702087,1.00084699799835,1.0001217790455,1.00013948126748,1.00210274132425,1.00054275864884,1.00002048535399,1.00023809605775,1.00024981483243,1.00028400286631,1.00020734069827,1.00031294365733,1.00040204974325,1.00038204812122,1.00017990713317,1.00009958032131,1.00003703374316,1.00029834372889,1.00003435210252,1.00020988607539,1.00021272501566,1.00008061109656,1.0001102586815,1.00051446468606,1.00035739889389,1.00018129211119,1.00017432341937,1.00001090553335,1.00009815267945,1.00012153529195,1.00014790237979,1.0007623425542,1.00007505712105,1.00018423239045,1.00005375449721,1.00009178295447,1.0001186416078,1.00007516212422,1.0003512362571,1.00016638184775,1.00004340050115,1.00003160369556,1.00019960741968,1.29386957939039,1.00039397226116,1.00020404928556,1.00374712777464,1.00115918400848,1.00061763739166,1.00052860956827,1.00053588123892,1.00221707794931,1.00022952665911,1.00094541306959,1.00047373674707,1.00248267663579,1.00007697861199,1.00049498988895,1.00047038452644,1.00074957992807,1.00029207437924,1.00308045188721,1.01571568545563,1.00464010052893,1.00050929955646,1.03577294258895,1.00073562150594,1.00140633810038,1.00019930558895,1.00124435273446,1.00051032674197,1.00052121512772,1.00306443815,1.00028947725956,1.00003552772359,1.00007190992913,1.00103193794493,1.00067230766965,1.00033710860701,1.00048862682006,1.00140696186113,1.00092178167123,1.00042433222867,1.00218975417139,1.00060788249209,1.00028784487249,1.00121764360628,1.00110222378323,1.00022323727233,1.00207650579357,1.00045578775728,1.00057976426921,1.00078010969115,1.00464954463271,1.00023265247097,1.03305313679529,1.00049857959894,1.00123343350166,1.00054017215948,1.00893119960367,1.00038762826777,1.01213804982503,1.00188642235677,1.00515309531717,1.29333370336105,1.29227148308203,1.29291855423648,1.29267039385731,1.29127169791768,1.29179209813186,1.29235975557919,1.29188456874174,1.29220300861753,1.05042998719707,1.00004255275967,1.21532435686081,1.24261508373969,1.52888433045726,1.20892358379001,1.40276511110446,1.23110437321186,1.3226830843514,1.1562937323848,1.21862878692678,1.24019636418713,1.13848819323402,1.2099472161047,1.289011325899,1.37657535109251,1.46807659586452,1.26079254978904,1.42102473729729,1.2011359230002,1.40133737447561,1.49954791260637,1.47482756545595,1.25068057328928,1.27238158850407,1.18250275923095,1.23957762894353,1.18867333723753,1.44303795636372,1.26129655563262,1.16019938121471,1.16559932174774,1.35434872613204,1.17750526828667,1.19046421639363,1.24652550282786,1.25265667652931,1.4765648191911,1.15580038420685,1.12009924951784,1.30004168610977,1.26981243016931,1.22214022014191,1.35139000698106,1.23124871445463,1.37368376168337,1.33700839528981,1.33762805917093,1.2514131350755,1.25265159847909,1.14418730710763,1.18791200829091,1.49448476863211,1.23023767278915,1.27443015483424,1.35305884247994,1.24654755109374,1.36720934528349,1.39897486875699,1.48082644389236,1.26246186181981,1.35156160672491
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_2",1.05203565210121,1.00146989939195,1.00988023737047,1.0382975870836,1.00684130435588,1.01093561573066,1.01253528925397,1.011128972579,1.00757762445352,1.00984020725127,1.00708163111267,1.01245255290125,1.00640445302811,1.00221238426671,1.01173161302891,1.00783006922599,1.00944636391195,1.00778289011459,1.00868209397679,1.00730528898627,1.00665921338852,1.00691220404638,1.00929620113424,1.00901555883811,1.0103639290543,1.00689024199054,1.00731902359363,1.0076963679813,1.00808263721259,1.0061237555224,1.00771125811724,1.00736331197965,1.00739645363438,1.00819051946045,1.00721577787684,1.00767683393448,1.00644244618496,1.00722906035238,1.00639247346642,1.00734273485509,1.00000042272304,1.0067993293827,1.00770804990568,1.00709610387549,1.00745516450984,1.00684679874528,1.0057652563472,1.00727109523259,1.00515319500691,1.00840622035142,1.00713398005078,1.00742215053803,1.00828059654152,1.00548659279412,1.00635537730401,1.00724135583389,1.00717603625073,1.00677332725823,1.00749198438587,1.00741828732304,4.1326310892862,1.00295899239235,1.0157009106997,1.00124289382667,1.00632877805676,1.01822019486225,1.00069415784477,1.00217860521514,1.00282810151562,1.01053041269755,1.00137625769651,1.00874203369266,1.00183043704045,1.00459150115017,1.01407112863699,1.00133844404168,1.00297951186079,1.0016604493353,1.00323556603681,1.00380892244938,1.00574449385736,1.00889004212997,1.00924649976182,1.00146102307025,1.00110225957725,1.00091229803307,1.00842688362147,1.004705165833,1.01414145510288,1.00236578648568,1.01738662421632,1.00355144298009,1.00354306846684,1.00420929054329,1.00553286115455,1.00355314366594,1.00476328637036,1.01123105753133,1.00745592149239,1.03186921787146,1.01219413218926,1.23072469720632,1.00476740100151,1.00305719133847,1.01080629512333,1.01216809207152,1.00841855737173,1.01983486682409,1.03319680263414,1.00793105187119,1.0033058193398,1.00722898132161,1.00520071011529,1.00397361649761,1.0210257872292,1.01154090501265,1.0100128298881,1.00936364256584,1.00912836965094,1.005920794146,1.00722031180499,1.01770027589256,1.02426224743205,1.11989940359443,1.02344779273251,1.08034579966377,1.05908905857852,1.0050093066002,1.00800128570758,1.0270076157288,1.050597633455,1.04366984524132,1.3974162104405,1.59544323851852,1.42384235396999,1.43239419704374,1.34022461885639,1.40161669497752,1.50052670140782,1.47452303134906,1.33324649783642,1.42071859858605,1.52267261476711,1.55661891401733,1.42859654329101,1.48821668139605,1.36587430888336,1.48339308802086,1.4959087701665,1.51773891546818,1.37493374604797,1.45588521731088,1.41169100235572,1.43807384308877,1.43716902784473,1.50323397900094,1.43929811018926,1.51230773745905,1.43500429538102,1.38167949978379,1.35339553140954,1.45033894030961,1.28235388391318,1.4154126456424,1.43254103303487,1.41242578553994,1.48868501384026,1.41335506419195,1.44314732189285,1.66841758208651,1.48192147622757,1.63632933069628,1.40743474217325,1.37185305898791,1.4337463812913,1.53421150499324,1.51037829503433,1.41409431039079,1.64027720936596,1.35354680033261,1.41925152331831,1.43902735075948,1.4245456606094,1.33134460885356,1.47655864072795,1.35944320990239,1.58654628694411,1.41651086857713,1.50026653145978,1.31149830882373,1.385407346279,2.69747445636152
"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;_1",1.00062537385507,1.00048775562196,1.00006443851211,1.00104518001891,1.00054974511266,1.00051679791374,1.00065841109787,1.00043830162247,1.013801243511,1.0001132308625,1.00012337061353,1.00037243617241,1.00048423955859,1.00014515326751,1.00004044389721,1.0000149970751,1.00057530271742,1.00057010080852,1.00010012251319,1.00010520613607,1.00009714873148,1.00417657578023,1.00079113644737,1.00162380856198,1.00009929543629,1.00063838879628,1.00027576078927,1.00018629808817,1.00018309869933,1.00008465365752,1.00002962726787,1.00034514012202,1.00026411094034,1.00015971328436,1.00011322803591,1.00032599233057,1.00056220574058,1.00125293330671,1.00010094559364,1.00025462684606,1.00037458307419,1.00008559601221,1.00036263642791,1.00005856333107,1.00000497591339,1.00037748677406,1.00017900928911,1.00024248863455,1.00009331255722,1.0012702868132,1.00003315804931,1.00041086275901,1.00355750845057,1.00097503311008,1.00026082750862,1.00055875137575,1.0000095212064,1.0002125591726,1.00065431636922,1.00003957667798,1.28409723904387,1.00142805149669,1.00025140892533,1.0020238986545,1.0033757836671,1.00137669330031,1.00367615381518,1.00063512815141,1.00145056443869,1.01356742990036,1.00076787060978,1.00013258753712,1.00796079694098,1.00007292572472,1.00139355534483,1.00131111891226,1.01446382725853,1.00565532123846,1.00251959065125,1.00346127902623,1.00445546032177,1.00481394002253,1.01752248081217,1.00029248466109,1.00497748285241,1.00084024467498,1.00346868651931,1.00349675583102,1.01069525364784,1.00084513965719,1.01932422830358,1.00061078135471,1.00155476519975,1.00355811540321,1.00249847301286,1.00216466752458,1.00462573703195,1.00275192486528,1.01316300990939,1.01968119277913,1.00033318304726,1.00105083477754,1.02147963130242,1.03605139035318,1.00154217537033,1.00180623923661,1.0137429950892,1.09723475058195,1.00201377229451,1.00024355965204,1.00340562738529,1.0009978839873,1.01339385465374,1.00657802836751,1.01401296291329,1.00265000298042,1.0071137128624,1.00440169042631,1.00557646786894,1.0497310137793,1.02136774111491,1.24871302174982,1.29339912702262,1.29032686610577,1.28451597640471,1.28965394999997,1.24848172430165,1.26032599239759,1.29533592883437,1.29243704081349,1.02481128427614,1.00066756567696,1.13742266835781,1.15446261240525,1.38746582891777,1.12999596638857,1.14733036032495,1.13398357531157,1.08906765318618,1.36999173164601,1.06083968596157,1.25792690710897,1.1015492367279,1.47272853867784,1.04909600427669,1.4872637314006,1.27094950543331,1.23235341505074,1.12437412957391,1.08254882333227,1.06223761957911,1.3841336968467,1.12086235866214,1.16207174995037,1.17542411894369,1.1761001458404,1.21936148203025,1.59887918803706,1.11912629781266,1.82346773302287,1.15973066494002,1.27367800485124,1.15309643385754,1.07752091369475,1.0899363006479,1.15062992072162,1.232459759899,1.14085307490495,1.06793015844981,1.15520691632452,1.08643389156028,1.60962644470147,1.95053261843419,1.06075664193447,1.34876111657924,1.11329254203365,1.13010328293719,1.38746237006368,1.33960958399161,1.08289216848426,1.21897294558356,1.23357623887765,1.18511691960225,1.07589947790372,1.30821712980969,1.17567756060523,1.16061092078175,1.3258605800868,1.22733311424167,1.19525229216439,1.31784414017888,1.25396061552203
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_6",1.00225481170894,1.00739364675843,1.00522006517632,1.00612810405721,1.03238635266232,1.00007990381332,1.00100042859701,1.00114990749196,1.00197608032517,1.00817202959787,1.00097017058519,1.00335187771183,1.00049480801086,1.0034243406749,1.00058819442997,1.00124919512505,1.00083503355256,1.00050972911021,1.00044605602953,1.0004410003775,1.00068431700373,1.00070624610166,1.00048982182725,1.00096721899342,1.0008811823533,1.00028931271498,1.00038607228883,1.00060959072975,1.00045546976863,1.00065613920587,1.01808758381226,1.00093247273854,1.00031959601482,1.00050681501462,1.00119822600635,1.00160563098874,1.00042720850856,1.00030529124016,1.00049330952235,1.00045816481486,1.00038878581079,1.00035108307371,1.00057864659408,1.00039519219076,1.00040393593905,1.00029421976682,1.00022840981404,1.00026293678775,1.00033079801247,1.00121746822557,1.00038550407212,1.00035666410712,1.00027613965275,1.00063309497503,1.00036124554573,1.00057099084236,1.00042142410749,1.00021341525792,1.00041158594222,1.00033708181822,NA,1.08786183222054,1.02953309170835,1.07214548605421,1.01387669996793,1.0895574241539,1.00644576488145,1.01176245657143,1.04005902850212,1.04009469216637,1.01942562808534,1.00324981046224,1.00687724920647,1.00166814733734,1.00957951479897,1.02242026657957,1.00596887247543,1.01609928183467,1.0043308374491,1.01270078618196,1.00187908876474,1.0028298965216,1.01352322095473,1.00145604401227,1.00090809035446,1.0022721211804,1.0008447977346,1.014502075008,1.00198448302358,1.00066865521628,1.00549990289128,1.07072103322854,1.00496239476123,1.01082383279516,1.0005602325787,1.01127547849705,1.01056793017292,1.00224015799374,1.00064325674735,1.00264651400256,1.00602289014118,1.00931437154383,1.00199838889971,1.03543888525159,1.01298210271051,1.00045284906674,1.00853336744467,1.00181212850285,1.00020990368671,1.00229901910076,1.0039949508042,1.00051514331795,1.00270581082563,1.00285551457403,1.01586469288111,1.00418132323112,1.00725689856454,1.01272269652813,1.00059994473816,1.00373079768535,1.00700404102869,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00245800914173,1.00008669461632,1.02923244020084,1.23191140239541,1.03781007649174,1.18028623613004,1.07200201883228,1.08839022156359,1.06353741906948,1.03671515230027,1.1115012351946,1.03990758409923,1.06529612619004,1.04073122134065,1.05081229858716,1.03946462125314,1.02699632636184,1.03452757602748,1.08592715176572,1.05566234077875,1.11679420308975,1.03904670696705,1.0110239554694,1.02293841008505,1.20487286928932,1.16522575698671,1.05844958297878,1.00876799704158,1.05637538724447,1.0390682230164,1.02371234908643,1.01273683944135,1.00868042141347,1.09763133279316,1.06509728120684,1.05001416086431,1.0496380240439,1.15347859330639,1.0113472904321,1.06743264810181,1.05698396121821,1.11561127901404,1.0044512202662,1.02707610151055,1.06817170285336,1.01307325824887,1.05564538171624,1.02417168731061,1.01755607474655,1.01827298248717,1.09177671142723,1.03715613800127,1.11730063075578,1.13361362662402,1.06239560892601,1.05689705470099,1.03077054921885,1.02210882070952,1.04317515028934,1.05433653255905,1.11548093049074,1.0830495495134
