"SampleID","Type","Date","Site","Stratum","Age","LM","Kn","SVL_mm","Weight_g","Temperature_C","pH","Conductivity_uS","Dissolved_oxygen_ppm","Dissolved_oxygen_pct"
"P7_21","Salamander","2018-09-22","Ponds Lake",6,"Age-0","Larvae/Neotene",0.991984313159553,67,13,11.5,7.49,29,5.53,72.9
"P7_22","Salamander","2018-09-22","Ponds Lake",6,"Age-0","Larvae/Neotene",0.915656022307195,62,10,11.5,7.49,29,5.53,72.9
"P7_31","Salamander","2018-09-22","Ponds Lake",7,"Age-0","Larvae/Neotene",1.07808639492912,76,19,10.8,7.75,30,6.56,87.1
"P7_32","Salamander","2018-09-22","Ponds Lake",7,"Age-0","Larvae/Neotene",1.04646249379883,61,11,10.8,7.75,30,6.56,87.1
"P7_33","Salamander","2018-09-22","Ponds Lake",7,"Age-0","Larvae/Neotene",0.823096119610763,59,8,10.8,7.75,30,6.56,87.1
"P7_34","Salamander","2018-09-22","Ponds Lake",7,"Age-0","Larvae/Neotene",0.824090420076475,62,9,10.8,7.75,30,6.56,87.1
"P7_51","Salamander","2018-09-22","Ponds Lake",9,"Age-0","Larvae/Neotene",1.01423354478177,78,19,8,7.32,34,5.43,64.3
"P7_52","Salamander","2018-09-22","Ponds Lake",9,"Age-0","Larvae/Neotene",1.03088777390289,72,16,8,7.32,34,5.43,64.3
"P7_53","Salamander","2018-09-22","Ponds Lake",9,"Age-0","Larvae/Neotene",1.14641714312025,63,13,8,7.32,34,5.43,64.3
"P7_54","Salamander","2018-09-22","Ponds Lake",9,"Age-0","Larvae/Neotene",0.983282222540801,65,12,8,7.32,34,5.43,64.3
"P7_55","Salamander","2018-09-22","Ponds Lake",9,"Age-1","Larvae/Neotene",1.37636011598697,82,29,8,7.32,34,5.43,64.3
"P7_56","Salamander","2018-09-22","Ponds Lake",9,"Age-1","Larvae/Neotene",1.37477034671418,91,37,8,7.32,34,5.43,64.3
"G1_1S","Substrate","2018-06-16","Gibson Lakes",1,NA,NA,NA,NA,NA,16.7,7.74,111,7.23,102
"G1_2S","Substrate","2018-06-16","Gibson Lakes",2,NA,NA,NA,NA,NA,16.9,8.03,105,7.48,104.9
"G1_3S","Substrate","2018-06-16","Gibson Lakes",3,NA,NA,NA,NA,NA,18.1,8.05,105,9.03,130.5
"G1_4S","Substrate","2018-06-16","Gibson Lakes",4,NA,NA,NA,NA,NA,16.6,8.26,121,8.21,109.2
"G2_1S","Substrate","2018-06-30","Gibson Lakes",1,NA,NA,NA,NA,NA,15.6,8.3,155,6.42,88.5
"G2_2S","Substrate","2018-06-30","Gibson Lakes",2,NA,NA,NA,NA,NA,16,8.41,110,6.84,90.1
"G2_3S","Substrate","2018-06-30","Gibson Lakes",3,NA,NA,NA,NA,NA,15.3,8.66,115,6.54,90.3
"G2_4S","Substrate","2018-06-30","Gibson Lakes",4,NA,NA,NA,NA,NA,16,8.64,95,6.81,96.6
"G3_1S","Substrate","2018-07-14","Gibson Lakes",1,NA,NA,NA,NA,NA,21.1,8.51,137,6.12,95.5
"G3_2S","Substrate","2018-07-14","Gibson Lakes",2,NA,NA,NA,NA,NA,20.9,8.42,110,5.79,89.7
"G3_3S","Substrate","2018-07-14","Gibson Lakes",3,NA,NA,NA,NA,NA,21,8.59,116,5.96,93.8
"G3_4S","Substrate","2018-07-14","Gibson Lakes",4,NA,NA,NA,NA,NA,21,8.81,95,5.91,91.9
"G4_1S","Substrate","2018-08-04","Gibson Lakes",1,NA,NA,NA,NA,NA,16.8,8.4,95,5.35,75.3
"G4_2S","Substrate","2018-08-04","Gibson Lakes",2,NA,NA,NA,NA,NA,15.8,9.34,102,7.81,107.2
"G4_3S","Substrate","2018-08-04","Gibson Lakes",3,NA,NA,NA,NA,NA,14.2,8.8,80,6.4,86.4
"G4_4S","Substrate","2018-08-04","Gibson Lakes",4,NA,NA,NA,NA,NA,15.9,9.41,79,6.35,86.5
"G5_1S","Substrate","2018-08-18","Gibson Lakes",1,NA,NA,NA,NA,NA,15,8.88,119,5.09,70.5
"G5_2S","Substrate","2018-08-18","Gibson Lakes",2,NA,NA,NA,NA,NA,13.6,9.88,140,9.03,117.8
"G5_3S","Substrate","2018-08-18","Gibson Lakes",3,NA,NA,NA,NA,NA,11.8,9.27,163,7.59,95
"G5_4S","Substrate","2018-08-18","Gibson Lakes",4,NA,NA,NA,NA,NA,12.1,9.52,110,6.4,78.8
"G6_1S","Substrate","2018-09-01","Gibson Lakes",1,NA,NA,NA,NA,NA,12,9.1,105,5.71,74.7
"G6_2S","Substrate","2018-09-01","Gibson Lakes",2,NA,NA,NA,NA,NA,11.7,10.21,120,8.93,106.8
"G6_3S","Substrate","2018-09-01","Gibson Lakes",3,NA,NA,NA,NA,NA,9.2,9.6,120,5.54,69.7
"G6_4S","Substrate","2018-09-01","Gibson Lakes",4,NA,NA,NA,NA,NA,9.4,9.24,122,6.02,78.9
"G7_1S","Substrate","2018-09-15","Gibson Lakes",1,NA,NA,NA,NA,NA,9.6,8.47,130,6.15,72.6
"G7_2S","Substrate","2018-09-15","Gibson Lakes",2,NA,NA,NA,NA,NA,10.1,9.07,132,6.52,76.7
"G7_3S","Substrate","2018-09-15","Gibson Lakes",3,NA,NA,NA,NA,NA,7.2,8.75,163,3.15,36.8
"G7_4S","Substrate","2018-09-15","Gibson Lakes",4,NA,NA,NA,NA,NA,11.2,9.35,125,6.13,75
"G8_1S","Substrate","2018-09-29","Gibson Lakes",1,NA,NA,NA,NA,NA,7.9,8.5,146,5.91,67.7
"G8_2S","Substrate","2018-09-29","Gibson Lakes",2,NA,NA,NA,NA,NA,8.2,8.39,170,6.09,71.9
"G8_3S","Substrate","2018-09-29","Gibson Lakes",3,NA,NA,NA,NA,NA,5.9,8.44,150,2.83,31.2
"G8_4S","Substrate","2018-09-29","Gibson Lakes",4,NA,NA,NA,NA,NA,9,9.02,133,5.51,65.9
"P1_1S","Substrate","2018-06-23","Ponds Lake",5,NA,NA,NA,NA,NA,17.2,7.47,25,5.93,88.1
"P1_2S","Substrate","2018-06-23","Ponds Lake",6,NA,NA,NA,NA,NA,18.6,7.22,24,4.8,74.6
"P1_3S","Substrate","2018-06-23","Ponds Lake",7,NA,NA,NA,NA,NA,17,7.59,30,6.14,93
"P1_4S","Substrate","2018-06-23","Ponds Lake",8,NA,NA,NA,NA,NA,19.3,7.57,20,6.25,97
"P1_5S","Substrate","2018-06-23","Ponds Lake",9,NA,NA,NA,NA,NA,15.2,7.67,29,4.77,70.1
"P2_1S","Substrate","2018-07-07","Ponds Lake",5,NA,NA,NA,NA,NA,19.1,7.4,58,5.6,86.1
"P2_2S","Substrate","2018-07-07","Ponds Lake",6,NA,NA,NA,NA,NA,19.7,7.14,28,4.51,70.4
"P2_3S","Substrate","2018-07-07","Ponds Lake",7,NA,NA,NA,NA,NA,18.9,7.63,38,5.95,91.7
"P2_4S","Substrate","2018-07-07","Ponds Lake",8,NA,NA,NA,NA,NA,19.7,7.09,22,6.09,94.6
"P2_5S","Substrate","2018-07-07","Ponds Lake",9,NA,NA,NA,NA,NA,18.7,7.03,20,4.78,73.2
"P3_1S","Substrate","2018-07-28","Ponds Lake",5,NA,NA,NA,NA,NA,17.6,7.4,22,5.65,86.5
"P3_2S","Substrate","2018-07-28","Ponds Lake",6,NA,NA,NA,NA,NA,18.9,6.99,21,3.93,60.4
"P3_3S","Substrate","2018-07-28","Ponds Lake",7,NA,NA,NA,NA,NA,18.5,7.32,27,5.52,85
"P3_4S","Substrate","2018-07-28","Ponds Lake",8,NA,NA,NA,NA,NA,19,6.96,21,5.76,91.3
"P3_5S","Substrate","2018-07-28","Ponds Lake",9,NA,NA,NA,NA,NA,17.1,6.55,19,4.29,65.6
"P4_1S","Substrate","2018-08-11","Ponds Lake",5,NA,NA,NA,NA,NA,16.7,7.85,26,NA,NA
"P4_2S","Substrate","2018-08-11","Ponds Lake",6,NA,NA,NA,NA,NA,19,7.71,29,NA,NA
"P4_3S","Substrate","2018-08-11","Ponds Lake",7,NA,NA,NA,NA,NA,18,8.08,34,NA,NA
"P4_4S","Substrate","2018-08-11","Ponds Lake",8,NA,NA,NA,NA,NA,19.4,7.9,39,NA,NA
"P4_5S","Substrate","2018-08-11","Ponds Lake",9,NA,NA,NA,NA,NA,17.7,7.44,26,NA,NA
"P5_1S","Substrate","2018-08-25","Ponds Lake",5,NA,NA,NA,NA,NA,13.4,7.93,30,5.35,72.7
"P5_2S","Substrate","2018-08-25","Ponds Lake",6,NA,NA,NA,NA,NA,15.7,8.01,25,4.46,63.5
"P5_3S","Substrate","2018-08-25","Ponds Lake",7,NA,NA,NA,NA,NA,14.4,8.03,32,5.5,78.6
"P5_4S","Substrate","2018-08-25","Ponds Lake",8,NA,NA,NA,NA,NA,16.2,7.86,29,6.18,87.6
"P5_5S","Substrate","2018-08-25","Ponds Lake",9,NA,NA,NA,NA,NA,13.7,7.77,28,5.24,71.6
"P6_1S","Substrate","2018-09-08","Ponds Lake",5,NA,NA,NA,NA,NA,9.8,7.54,25,5.42,68.7
"P6_2S","Substrate","2018-09-08","Ponds Lake",6,NA,NA,NA,NA,NA,12.4,7.08,23,4.99,57.7
"P6_3S","Substrate","2018-09-08","Ponds Lake",7,NA,NA,NA,NA,NA,12.3,7.73,31,5.9,79.7
"P6_4S","Substrate","2018-09-08","Ponds Lake",8,NA,NA,NA,NA,NA,12.5,7.35,24,5.95,80
"P6_5S","Substrate","2018-09-08","Ponds Lake",9,NA,NA,NA,NA,NA,10.6,7.44,29,5.57,70.7
"P7_1S","Substrate","2018-09-22","Ponds Lake",5,NA,NA,NA,NA,NA,5.8,7.67,29,5.36,61.5
"P7_2S","Substrate","2018-09-22","Ponds Lake",6,NA,NA,NA,NA,NA,11.5,7.49,29,5.53,72.9
"P7_3S","Substrate","2018-09-22","Ponds Lake",7,NA,NA,NA,NA,NA,10.8,7.75,30,6.56,87.1
"P7_4S","Substrate","2018-09-22","Ponds Lake",8,NA,NA,NA,NA,NA,11.5,7.5,28,6.66,87.8
"P7_5S","Substrate","2018-09-22","Ponds Lake",9,NA,NA,NA,NA,NA,8,7.32,34,5.43,64.3
"G1_2W","Water","2018-06-16","Gibson Lakes",2,NA,NA,NA,NA,NA,16.9,8.03,105,7.48,104.9
"G1_3W","Water","2018-06-16","Gibson Lakes",3,NA,NA,NA,NA,NA,18.1,8.05,105,9.03,130.5
"G1_4W","Water","2018-06-16","Gibson Lakes",4,NA,NA,NA,NA,NA,16.6,8.26,121,8.21,109.2
"G2_1W","Water","2018-06-30","Gibson Lakes",1,NA,NA,NA,NA,NA,15.6,8.3,155,6.42,88.5
"G2_2W","Water","2018-06-30","Gibson Lakes",2,NA,NA,NA,NA,NA,16,8.41,110,6.84,90.1
"G2_3W","Water","2018-06-30","Gibson Lakes",3,NA,NA,NA,NA,NA,15.3,8.66,115,6.54,90.3
"G2_4W","Water","2018-06-30","Gibson Lakes",4,NA,NA,NA,NA,NA,16,8.64,95,6.81,96.6
"G4_1W","Water","2018-08-04","Gibson Lakes",1,NA,NA,NA,NA,NA,16.8,8.4,95,5.35,75.3
"G4_2W","Water","2018-08-04","Gibson Lakes",2,NA,NA,NA,NA,NA,15.8,9.34,102,7.81,107.2
"G4_3W","Water","2018-08-04","Gibson Lakes",3,NA,NA,NA,NA,NA,14.2,8.8,80,6.4,86.4
"G4_4W","Water","2018-08-04","Gibson Lakes",4,NA,NA,NA,NA,NA,15.9,9.41,79,6.35,86.5
"G5_1W","Water","2018-08-18","Gibson Lakes",1,NA,NA,NA,NA,NA,15,8.88,119,5.09,70.5
"G5_2W","Water","2018-08-18","Gibson Lakes",2,NA,NA,NA,NA,NA,13.6,9.88,140,9.03,117.8
"G5_3W","Water","2018-08-18","Gibson Lakes",3,NA,NA,NA,NA,NA,11.8,9.27,163,7.59,95
"G5_4W","Water","2018-08-18","Gibson Lakes",4,NA,NA,NA,NA,NA,12.1,9.52,110,6.4,78.8
"G6_1W","Water","2018-09-01","Gibson Lakes",1,NA,NA,NA,NA,NA,12,9.1,105,5.71,74.7
"G6_2W","Water","2018-09-01","Gibson Lakes",2,NA,NA,NA,NA,NA,11.7,10.21,120,8.93,106.8
"G6_3W","Water","2018-09-01","Gibson Lakes",3,NA,NA,NA,NA,NA,9.2,9.6,120,5.54,69.7
"G6_4W","Water","2018-09-01","Gibson Lakes",4,NA,NA,NA,NA,NA,9.4,9.24,122,6.02,78.9
"G7_1W","Water","2018-09-15","Gibson Lakes",1,NA,NA,NA,NA,NA,9.6,8.47,130,6.15,72.6
"G7_2W","Water","2018-09-15","Gibson Lakes",2,NA,NA,NA,NA,NA,10.1,9.07,132,6.52,76.7
"G7_3W","Water","2018-09-15","Gibson Lakes",3,NA,NA,NA,NA,NA,7.2,8.75,163,3.15,36.8
"G7_4W","Water","2018-09-15","Gibson Lakes",4,NA,NA,NA,NA,NA,11.2,9.35,125,6.13,75
"G8_1W","Water","2018-09-29","Gibson Lakes",1,NA,NA,NA,NA,NA,7.9,8.5,146,5.91,67.7
"G8_2W","Water","2018-09-29","Gibson Lakes",2,NA,NA,NA,NA,NA,8.2,8.39,170,6.09,71.9
"G8_3W","Water","2018-09-29","Gibson Lakes",3,NA,NA,NA,NA,NA,5.9,8.44,150,2.83,31.2
"G8_4W","Water","2018-09-29","Gibson Lakes",4,NA,NA,NA,NA,NA,9,9.02,133,5.51,65.9
"P1_1W","Water","2018-06-23","Ponds Lake",5,NA,NA,NA,NA,NA,17.2,7.47,25,5.93,88.1
"P1_2W","Water","2018-06-23","Ponds Lake",6,NA,NA,NA,NA,NA,18.6,7.22,24,4.8,74.6
"P1_3W","Water","2018-06-23","Ponds Lake",7,NA,NA,NA,NA,NA,17,7.59,30,6.14,93
"P1_4W","Water","2018-06-23","Ponds Lake",8,NA,NA,NA,NA,NA,19.3,7.57,20,6.25,97
"P1_5W","Water","2018-06-23","Ponds Lake",9,NA,NA,NA,NA,NA,15.2,7.67,29,4.77,70.1
"P2_1W","Water","2018-07-07","Ponds Lake",5,NA,NA,NA,NA,NA,19.1,7.4,58,5.6,86.1
"P2_2W","Water","2018-07-07","Ponds Lake",6,NA,NA,NA,NA,NA,19.7,7.14,28,4.51,70.4
"P2_3W","Water","2018-07-07","Ponds Lake",7,NA,NA,NA,NA,NA,18.9,7.63,38,5.95,91.7
"P2_4W","Water","2018-07-07","Ponds Lake",8,NA,NA,NA,NA,NA,19.7,7.09,22,6.09,94.6
"P2_5W","Water","2018-07-07","Ponds Lake",9,NA,NA,NA,NA,NA,18.7,7.03,20,4.78,73.2
"P3_1W","Water","2018-07-28","Ponds Lake",5,NA,NA,NA,NA,NA,17.6,7.4,22,5.65,86.5
"P3_2W","Water","2018-07-28","Ponds Lake",6,NA,NA,NA,NA,NA,18.9,6.99,21,3.93,60.4
"P3_3W","Water","2018-07-28","Ponds Lake",7,NA,NA,NA,NA,NA,18.5,7.32,27,5.52,85
"P3_5W","Water","2018-07-28","Ponds Lake",9,NA,NA,NA,NA,NA,17.1,6.55,19,4.29,65.6
"P4_1W","Water","2018-08-11","Ponds Lake",5,NA,NA,NA,NA,NA,16.7,7.85,26,NA,NA
"P4_2W","Water","2018-08-11","Ponds Lake",6,NA,NA,NA,NA,NA,19,7.71,29,NA,NA
"P4_3W","Water","2018-08-11","Ponds Lake",7,NA,NA,NA,NA,NA,18,8.08,34,NA,NA
"P4_4W","Water","2018-08-11","Ponds Lake",8,NA,NA,NA,NA,NA,19.4,7.9,39,NA,NA
"P4_5W","Water","2018-08-11","Ponds Lake",9,NA,NA,NA,NA,NA,17.7,7.44,26,NA,NA
"P5_1W","Water","2018-08-25","Ponds Lake",5,NA,NA,NA,NA,NA,13.4,7.93,30,5.35,72.7
"P5_2W","Water","2018-08-25","Ponds Lake",6,NA,NA,NA,NA,NA,15.7,8.01,25,4.46,63.5
"P5_3W","Water","2018-08-25","Ponds Lake",7,NA,NA,NA,NA,NA,14.4,8.03,32,5.5,78.6
"P5_4W","Water","2018-08-25","Ponds Lake",8,NA,NA,NA,NA,NA,16.2,7.86,29,6.18,87.6
"P5_5W","Water","2018-08-25","Ponds Lake",9,NA,NA,NA,NA,NA,13.7,7.77,28,5.24,71.6
"P6_1W","Water","2018-09-08","Ponds Lake",5,NA,NA,NA,NA,NA,9.8,7.54,25,5.42,68.7
"P6_2W","Water","2018-09-08","Ponds Lake",6,NA,NA,NA,NA,NA,12.4,7.08,23,4.99,57.7
"P6_3W","Water","2018-09-08","Ponds Lake",7,NA,NA,NA,NA,NA,12.3,7.73,31,5.9,79.7
"P6_4W","Water","2018-09-08","Ponds Lake",8,NA,NA,NA,NA,NA,12.5,7.35,24,5.95,80
"P6_5W","Water","2018-09-08","Ponds Lake",9,NA,NA,NA,NA,NA,10.6,7.44,29,5.57,70.7
"P7_1W","Water","2018-09-22","Ponds Lake",5,NA,NA,NA,NA,NA,5.8,7.67,29,5.36,61.5
"P7_3W","Water","2018-09-22","Ponds Lake",7,NA,NA,NA,NA,NA,10.8,7.75,30,6.56,87.1
"P7_4W","Water","2018-09-22","Ponds Lake",8,NA,NA,NA,NA,NA,11.5,7.5,28,6.66,87.8
"P7_5W","Water","2018-09-22","Ponds Lake",9,NA,NA,NA,NA,NA,8,7.32,34,5.43,64.3
