"Set","Model","Stratum","Age","LM","Site","Week1","Week2","Age:LM","Age:Site","LM:Site","Age:Week1","Age:Week2","LM:Week1","LM:Week2","Site:Week1","Site:Week2","Age:LM:Site","Age:LM:Week1","Age:LM:Week2","Age:Site:Week1","Age:Site:Week2","LM:Site:Week1","LM:Site:Week2","Age:LM:Site:Week1","Age:LM:Site:Week2","Num_Rhats_gt_1.05","Num_Eff_SS_ls_100","Num_params","Run_Time","WAIC"
"9","3",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,2627,"2 hrs, 50 min, 10 sec",140146.887807581
"9","4",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,2627,"2 hrs, 52 min, 16 sec",140076.417212305
"9","5",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,2627,"2 hrs, 45 min, 6 sec",140135.290067941
"9","6",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 55 min, 33 sec",140137.146690856
"9","7",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 52 min, 24 sec",140114.493402916
"9","8",1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 54 min, 9 sec",140109.499972093
"9","9",1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,2627,"3 hrs, 1 min, 25 sec",140123.803671252
"9","10",1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 53 min, 29 sec",140158.599098046
"9","11",1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 49 min, 52 sec",140120.229692442
"9","12",1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 47 min, 16 sec",140149.43744086
"9","13",1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 51 min, 21 sec",140131.949398455
"9","14",1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 55 min, 43 sec",140109.054242792
"9","15",1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 54 min, 29 sec",140148.197452067
"9","16",1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,2627,"2 hrs, 44 min, 32 sec",140089.481507039
"9","17",0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1719,"2 hrs, 4 min, 36 sec",140501.406766485
"10","1",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,2526,"2 hrs, 49 min, 0 sec",140188.25214768
"10","2",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,2526,"2 hrs, 42 min, 57 sec",140089.677300058
"10","3",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2526,"2 hrs, 43 min, 24 sec",140041.459152442
"10","4",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,2526,"2 hrs, 46 min, 9 sec",140120.893409957
"10","5",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 47 min, 11 sec",140142.601261234
"10","6",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 48 min, 58 sec",140099.809700468
"10","7",1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 43 min, 16 sec",140163.338732832
"10","8",1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 48 min, 16 sec",140074.35499485
"10","9",1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 41 min, 36 sec",140180.522038924
"10","10",1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 41 min, 32 sec",140099.68671573
"10","11",1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 43 min, 34 sec",140105.057447322
"10","12",1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 37 min, 27 sec",140079.487802009
"10","13",1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 45 min, 1 sec",140105.480082569
"10","14",1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 40 min, 46 sec",140101.691854984
"10","15",1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,2526,"2 hrs, 51 min, 52 sec",140053.527258916
"10","16",0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1618,"2 hrs, 3 min, 55 sec",140467.247033115
"11","1",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,2425,"2 hrs, 42 min, 3 sec",140211.819980623
"11","2",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,2425,"2 hrs, 43 min, 36 sec",140092.151232146
"11","3",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,2425,"2 hrs, 42 min, 59 sec",140118.354225744
"11","4",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 44 min, 19 sec",140140.4205545
"11","5",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 43 min, 28 sec",140086.430660329
"11","6",1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 44 min, 53 sec",140090.000924785
"11","7",1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 43 min, 32 sec",140081.831985044
"11","8",1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 42 min, 14 sec",140164.340402928
"11","9",1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 42 min, 56 sec",140056.250261053
"11","10",1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 50 min, 36 sec",140063.566033384
"11","11",1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 35 min, 55 sec",140069.624068935
"11","12",1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 40 min, 17 sec",140054.992424683
"11","13",1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 31 min, 43 sec",140073.568391699
"11","14",1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2425,"2 hrs, 42 min, 49 sec",140069.102111204
"11","15",0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1517,"1 hrs, 59 min, 26 sec",140426.452401431
"End","Best",1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,2526,"2 hrs, 43 min, 24 sec",140041.459152442
