"Set","Model","Age","LM","Temp","pH","DO_ppm","Age:LM","Age:Temp","LM:Temp","Age:pH","LM:pH","Temp:pH","Age:DO_ppm","LM:DO_ppm","Temp:DO_ppm","pH:DO_ppm","Age:LM:Temp","Age:LM:pH","Age:Temp:pH","LM:Temp:pH","Age:LM:DO_ppm","Age:Temp:DO_ppm","LM:Temp:DO_ppm","Age:pH:DO_ppm","LM:pH:DO_ppm","Temp:pH:DO_ppm","Age:LM:Temp:pH","Age:LM:Temp:DO_ppm","Age:LM:pH:DO_ppm","Age:Temp:pH:DO_ppm","LM:Temp:pH:DO_ppm","Age:LM:Temp:pH:DO_ppm","Num_Rhats_gt_1.05","Num_Eff_SS_ls_100","Num_params","Run_Time","WAIC"
"11","8",1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 19 min, 20 sec",141180.274353722
"11","9",1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 22 min, 10 sec",141153.460829842
"11","10",1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 23 min, 21 sec",141170.933490243
"11","11",1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 26 min, 33 sec",141204.952741644
"11","12",1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 25 min, 31 sec",141166.915302414
"11","13",1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 21 min, 44 sec",141182.251728418
"11","14",1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 25 min, 13 sec",141142.884189411
"11","15",1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 26 min, 28 sec",141179.351008125
"11","16",1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 25 min, 40 sec",141145.336845528
"11","17",1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 26 min, 37 sec",141152.507435986
"11","18",1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 24 min, 14 sec",141261.384396653
"11","19",1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 21 min, 45 sec",141193.089384365
"11","20",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 26 min, 25 sec",141112.955936719
"11","21",1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 20 min, 39 sec",141329.90018836
"11","22",0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2224,"2 hrs, 26 min, 42 sec",141182.698414849
"12","1",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,2123,"2 hrs, 19 min, 4 sec",141147.241966472
"12","2",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,2123,"2 hrs, 17 min, 49 sec",141146.081205906
"12","3",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,2123,"2 hrs, 13 min, 49 sec",141111.708275582
"12","4",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,2123,"2 hrs, 22 min, 26 sec",141125.79134298
"12","5",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,2123,"2 hrs, 18 min, 0 sec",141161.91771496
"12","6",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 16 min, 52 sec",141111.229591084
"12","7",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 16 min, 12 sec",141122.607958881
"12","8",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 14 min, 29 sec",141130.814312285
"12","9",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 20 min, 46 sec",141065.304210205
"12","10",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 16 min, 0 sec",141103.010156651
"12","11",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 20 min, 21 sec",141224.058326671
"12","12",1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 14 min, 23 sec",141082.039311423
"12","13",1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 16 min, 29 sec",141118.903198397
"12","14",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 19 min, 46 sec",141087.470988606
"12","15",1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 23 min, 0 sec",141117.588521687
"12","16",1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 18 min, 6 sec",141151.624054241
"12","17",1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 19 min, 47 sec",141121.026623637
"12","18",1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 18 min, 16 sec",141194.243613797
"12","19",1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 17 min, 23 sec",141110.155336865
"12","20",1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 13 min, 4 sec",141674.093339886
"12","21",0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,2123,"2 hrs, 23 min, 26 sec",141182.694733309
"13","1",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,2022,"2 hrs, 23 min, 38 sec",141113.28759773
"13","2",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,2022,"2 hrs, 20 min, 35 sec",141134.911409416
"13","3",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,2022,"2 hrs, 12 min, 57 sec",141076.598088698
"13","4",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,2022,"2 hrs, 19 min, 20 sec",141118.537253805
"13","5",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,2022,"2 hrs, 19 min, 49 sec",141073.14059377
"13","6",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 15 min, 44 sec",141067.648454879
"13","7",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 16 min, 47 sec",141069.197576939
"13","8",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 21 min, 43 sec",141089.008277685
"13","9",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 16 min, 8 sec",141052.940801451
"13","10",1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 19 min, 17 sec",141173.299211818
"13","11",1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 13 min, 50 sec",141059.471809581
"13","12",1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 18 min, 33 sec",141067.650317708
"13","13",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 23 min, 4 sec",141024.805957792
"13","14",1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 19 min, 28 sec",141042.116202419
"13","15",1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 22 min, 29 sec",141072.117004735
"13","16",1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 18 min, 49 sec",141049.295754977
"13","17",1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 16 min, 38 sec",141097.025547893
"13","18",1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 14 min, 52 sec",141053.139372329
"13","19",1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 21 min, 45 sec",141611.038027093
"13","20",0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,2022,"2 hrs, 18 min, 5 sec",141125.909821768
"14","1",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1921,"2 hrs, 13 min, 29 sec",141034.174342752
"14","2",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1921,"2 hrs, 13 min, 42 sec",141059.259036986
"14","3",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1921,"2 hrs, 16 min, 51 sec",140994.27907117
"14","4",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1921,"2 hrs, 12 min, 0 sec",141030.569340729
"14","5",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1921,"2 hrs, 11 min, 56 sec",140997.729089095
"14","6",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 16 min, 56 sec",141000.385182955
"14","7",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 15 min, 2 sec",140995.020323508
"14","8",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 13 min, 10 sec",141008.215104826
"14","9",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 12 min, 5 sec",140968.108660044
"14","10",1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 13 min, 19 sec",141128.311971257
"14","11",1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 10 min, 43 sec",141001.757108698
"14","12",1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 12 min, 30 sec",141066.2261674
"14","13",1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 8 min, 25 sec",141017.793663649
"14","14",1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 13 min, 14 sec",141007.532771503
"14","15",1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 10 min, 55 sec",140953.90441143
"14","16",1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 10 min, 5 sec",141066.884729637
"14","17",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 18 min, 45 sec",140946.961204788
"14","18",1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 13 min, 58 sec",141446.772113437
"14","19",0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1921,"2 hrs, 15 min, 30 sec",141057.820627525
"15","1",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1820,"2 hrs, 12 min, 38 sec",140953.168769548
"15","2",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1820,"2 hrs, 13 min, 18 sec",140944.946440044
"15","3",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1820,"2 hrs, 12 min, 39 sec",140908.951207979
"15","4",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1820,"2 hrs, 13 min, 17 sec",140932.970360672
"15","5",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1820,"2 hrs, 14 min, 3 sec",140921.217338128
"15","6",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 11 min, 54 sec",140948.209466121
"15","7",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 11 min, 38 sec",140900.074379816
"15","8",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 12 min, 16 sec",140929.233105563
"15","9",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 13 min, 57 sec",140899.284039695
"15","10",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 13 min, 19 sec",141037.431887367
"15","11",1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 6 min, 21 sec",140936.637637997
"15","12",1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 10 min, 29 sec",140981.830686782
"15","13",1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 7 min, 32 sec",140919.137146112
"15","14",1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 4 min, 54 sec",140963.389504969
"15","15",1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 7 min, 55 sec",140902.782764315
"15","16",1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 16 min, 52 sec",141034.712514802
"15","17",1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 13 min, 2 sec",141583.283212762
"15","18",0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1820,"2 hrs, 10 min, 2 sec",140976.703068513
"16","1",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1719,"2 hrs, 4 min, 47 sec",140921.98188703
"16","2",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1719,"1 hrs, 57 min, 2 sec",140915.616235359
"16","3",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1719,"1 hrs, 55 min, 22 sec",140864.138949457
"16","4",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1719,"2 hrs, 4 min, 32 sec",140917.551044685
"16","5",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1719,"1 hrs, 56 min, 59 sec",140896.386718746
"16","6",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1719,"1 hrs, 41 min, 33 sec",140898.451607817
"16","7",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1719,"2 hrs, 3 min, 8 sec",140885.704834505
"16","8",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1719,"1 hrs, 52 min, 17 sec",140882.903293342
"16","9",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1719,"2 hrs, 5 min, 38 sec",141211.59897616
"16","10",1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1719,"2 hrs, 0 min, 12 sec",140905.619972577
"16","11",1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1719,"1 hrs, 57 min, 39 sec",140972.824877984
"16","12",1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1719,"2 hrs, 6 min, 16 sec",140880.723196348
"16","13",1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1719,"2 hrs, 1 min, 40 sec",140912.377483934
"16","14",1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1719,"3 hrs, 30 min, 12 sec",140874.871555861
"16","15",1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1719,"3 hrs, 23 min, 31 sec",140989.854576566
"16","16",1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1719,"3 hrs, 13 min, 47 sec",141874.457676831
"16","17",0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1719,"3 hrs, 17 min, 56 sec",140946.21722811
"17","1",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,3,6,1618,"2 hrs, 37 min, 37 sec",140919.252493463
"17","2",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1618,"2 hrs, 42 min, 30 sec",140887.218494217
"17","3",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1618,"2 hrs, 37 min, 32 sec",140872.667306859
"17","4",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,2,3,1618,"2 hrs, 35 min, 18 sec",140816.704304976
"17","5",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1618,"2 hrs, 39 min, 24 sec",140871.800948707
"17","6",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1618,"2 hrs, 35 min, 11 sec",140863.859682734
"17","7",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1618,"3 hrs, 6 min, 16 sec",140880.956025185
"17","8",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1618,"2 hrs, 36 min, 27 sec",141175.706595745
"17","9",1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1618,"2 hrs, 41 min, 16 sec",140879.928849994
"17","10",1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,2,1618,"2 hrs, 46 min, 39 sec",140960.377997035
"17","11",1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1618,"2 hrs, 39 min, 29 sec",140852.894967347
"17","12",1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1618,"2 hrs, 34 min, 13 sec",140843.681738691
"17","13",1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1618,"2 hrs, 56 min, 48 sec",140832.784996904
"17","14",1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1618,"3 hrs, 3 min, 13 sec",140962.945238705
"17","15",1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1618,"3 hrs, 4 min, 58 sec",141829.036163188
"17","16",0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1618,"3 hrs, 5 min, 17 sec",140911.347281397
"18","1",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1517,"2 hrs, 34 min, 49 sec",140877.90936612
"18","2",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1517,"2 hrs, 25 min, 7 sec",140875.344292025
"18","3",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1517,"2 hrs, 30 min, 12 sec",140866.785445458
"18","4",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1517,"2 hrs, 39 min, 5 sec",140860.90271102
"18","5",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1517,"2 hrs, 30 min, 32 sec",140871.247691105
"18","6",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,2,1517,"2 hrs, 33 min, 45 sec",140831.395751401
"18","7",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,2,1517,"2 hrs, 41 min, 12 sec",141241.141873814
"18","8",1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1517,"2 hrs, 31 min, 29 sec",140851.408160015
"18","9",1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1517,"2 hrs, 36 min, 42 sec",140917.300106538
"18","10",1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1517,"2 hrs, 34 min, 17 sec",140816.226924929
"18","11",1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1517,"2 hrs, 37 min, 30 sec",140804.037900161
