"Type","Date","Site","Age","LM","Taxon","Quantile_0.025","Quantile_0.25","Quantile_0.5","Quantile_0.75","Quantile_0.975"
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi",0.247230367680657,0.258203608837369,0.264645315834882,0.271845872577869,0.284212340635064
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiales_fam_Incertae_sedis;Batrachochytrium;dendrobatidis",0.00209525295932679,0.00258044741979124,0.00288712478040827,0.00322921772854484,0.00391162301360335
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;slooffiae",0.0517809311594079,0.0576886326750901,0.0614377895396955,0.065126929248257,0.0728113369164635
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;victoriae",0.0630721224079347,0.0731199955505782,0.0786884982221365,0.083908151237247,0.0955106717886507
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;sake",0.0338925474485745,0.0390051064356148,0.0417531912090101,0.0446886291780805,0.0507582667353502
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;tassiana",0.0421014231914678,0.0498255270447894,0.0540271564428218,0.0585202361583994,0.0680115148542302
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;diffluens",0.0125515558733063,0.0152390396068265,0.0167842619313845,0.0183912959136481,0.0216715535302654
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Cryptococcus;uniguttulatus",0.0291048161662864,0.033152993326799,0.0355560248860047,0.0382825334471303,0.0432731352917849
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales",0.00466183499275481,0.00597325708588791,0.00677892419825668,0.00762323065386452,0.00974225551503481
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;tephrensis",0.00686562703151895,0.00860787812566261,0.00969418995514722,0.0108985048688565,0.0135937508941132
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Fomitopsis;pinicola",0.00488107945553351,0.00623140794625928,0.00700658872519689,0.00782532594313594,0.00981090683778029
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota",0.00453736856048326,0.00556308622518958,0.00628184195134457,0.00703319749650635,0.00868017185314538
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Sarocladium;bactrocephalum",0.00823626488727644,0.0101629086737721,0.0112673103157396,0.0124756205231052,0.0150339319749498
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus",0.00385130896693359,0.00499507889623855,0.00562641253505745,0.00637645613465196,0.00807452000432244
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus;spongiae",0.00326378885825005,0.00410621462017456,0.00464008985465884,0.00519473044376885,0.00654389579155007
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Epicoccum;dendrobii",0.00303477781401147,0.0038990867756414,0.00437825130927449,0.00495238131865686,0.0061221590993495
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota",0.00461851553326128,0.00583396007150786,0.00662223060843476,0.00750927952436909,0.00950963682938286
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetales_fam_Incertae_sedis;Resinicium;bicolor",0.00350609850323196,0.00444662987968497,0.00504136319300118,0.00570339246935332,0.00710864352167459
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Myrmecridiaceae;Myrmecridium;schulzeri",0.00290860814716078,0.00358632663536854,0.00408476672694415,0.00463082238139389,0.00577133252389375
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Cantharellales_fam_Incertae_sedis;Sistotrema;autumnale",0.00349452528782336,0.00457713607933621,0.00517584481612041,0.00586608516017349,0.00749708560275737
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria",0.00346644956369056,0.00446513389284255,0.00504659941301164,0.00571560736389852,0.00712874043922187
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Meristemomyces;frigidus",0.00328814698011563,0.00426133799921809,0.00481003106616411,0.00541368034769826,0.00679078340831536
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces",0.00317458907031987,0.00408115518052314,0.00460706261848091,0.00513487754465358,0.00629293389976458
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Chytridiomycota",0.00328725261309659,0.0040707501620892,0.00459401607039231,0.00514433792379169,0.00648602245071417
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Coleophoma",0.00330324748291505,0.00420920409843249,0.00477217304928159,0.00539953961354704,0.00674131613947134
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium",0.00307794772055597,0.00385118253263046,0.0043604664711324,0.00489512959697498,0.00602661944591009
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Ramularia",0.0035158210285583,0.00447897018068145,0.00506628072598049,0.00573237069605955,0.00730226225093122
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Pseudeurotium;bakeri",0.00301578967781379,0.00395733751576453,0.00446326904018305,0.00500124822873453,0.00628326920201262
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Arthoniomycetes;Lichenostigmatales;Phaeococcomycetaceae;Phaeococcomyces",0.00322073059996151,0.00394053492150988,0.00446095845427823,0.00502949546252873,0.00629666374182597
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Spirosphaera;carici-graminis",0.00279596562037907,0.0035660808989448,0.00406357865394575,0.00456491618163888,0.00572044645370167
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;caroliniana",0.00310477020237331,0.00391281250710602,0.0044635464413069,0.00501303376984137,0.0061905151670477
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Cryptococcus",0.00298338391078713,0.00368951370984585,0.00416216154852633,0.00469711745539575,0.00588169558106362
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Udeniomyces;puniceus",0.00301783393472222,0.00380680247359273,0.00433914014658845,0.00488727123381246,0.00611310741756246
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;delicatulum",0.0034756740512875,0.00435036481199882,0.00490799389850574,0.0055461542950909,0.00695288613595725
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium",0.00317743861541798,0.00408025115980032,0.00464582034211427,0.00522702674335282,0.00648190309981632
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus",0.00304832808205348,0.00386710193314693,0.00436587692616017,0.0049763074037264,0.00623713042604176
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Polyscytalum;pustulans",0.00330589894269055,0.00421191781321478,0.00478731229294798,0.00539323875896141,0.00680988483359351
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;tofieldiae",0.00311706219461857,0.00401823258662845,0.00458404875901154,0.00520860418755407,0.00642842443741463
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae",0.0031954458791748,0.00407076051095325,0.00460090658196069,0.00516443918127715,0.00651810189148936
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Tetracladium",0.00298427954692448,0.003813293853465,0.00430889057787758,0.00485836589222276,0.00609730717387225
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae",0.00301075842848317,0.00379548204125047,0.00431368146628232,0.00491391988069614,0.00614070052158955
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;stepposum",0.00281638164682906,0.00363169628385181,0.00413031083089302,0.00470134025299207,0.00585986295117235
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;cerevisiae",0.00310491072684342,0.00385328500539938,0.00435095275435675,0.00491626954314491,0.00612362998658114
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium",0.00288236717362038,0.00370674340211596,0.00421513183034673,0.00473880951266014,0.00607235193613381
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Thyrostroma;cornicola",0.00293618908600864,0.00370471549414291,0.00418169785323323,0.00468274250826725,0.00592398163221404
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;tenuissima",0.00318293885235394,0.00403368360389625,0.00454659198764047,0.00515036408357359,0.00647971014018982
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Fontanospora",0.00310129855540022,0.00397008935535549,0.00449859803193326,0.00507296805855338,0.00648421265687727
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;babjevae",0.00290117978487289,0.00375698066864979,0.00429737878217918,0.0048406547694824,0.00617179881392477
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula",0.00299324853542147,0.00382142555088507,0.00429965711845389,0.00482204602470627,0.00598734009364685
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Podosphaera",0.0028644284062502,0.00374164412892162,0.00424249925417599,0.00480564886014009,0.00604023319081746
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Dothideales;Dothideaceae;Celosporium",0.00289804309852546,0.00366995911717193,0.00413191910374161,0.00467994457962205,0.00594525487969368
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Pezoloma;ericae",0.00338562486137917,0.00421231895989658,0.00480163700956231,0.00546760327226819,0.0067697249738191
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae",0.00313491370895647,0.00393234453475514,0.00442843938642858,0.00502470450418548,0.00625135098155052
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;infirmominiatum",0.00289135592516176,0.00374425196249418,0.00424581574229824,0.00477966418556557,0.00604523109041147
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales",0.00333546383462654,0.00419951437411834,0.00476339824847689,0.00538646167135294,0.00660054778150134
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae",0.00320918529138263,0.0040451355621133,0.00457245475270134,0.00514494615912831,0.0064440739985641
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Ramularia;hydrangeae-macrophyllae",0.00333898109747632,0.00433109979814697,0.00489007956812421,0.00547181313463573,0.00687400005446061
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales",0.00292314657151818,0.00374414483536657,0.00424049600631783,0.0048072073302329,0.00597842298575046
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria",0.00292809903508635,0.00369288026719995,0.00414083108145006,0.00464663028304075,0.00579087602653508
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Oculimacula;yallundae",0.00290015875093213,0.00370220436138929,0.00418273834435846,0.00474332290421068,0.00595608207551383
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Helgardia;anguioides",0.00298800835692332,0.00377040520856264,0.00427931413137128,0.00481861901400951,0.00607140261974011
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella",0.00327969607541001,0.00417744583378604,0.00475975622436236,0.00538547357753624,0.00670978868202628
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Arthrinium;japonicum",0.00288841941330944,0.00373352468898105,0.00421379172848644,0.00473187197664113,0.00588856647432075
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;leptinellae",0.0030320460540588,0.00387813101555497,0.00439153296922107,0.00496779513062059,0.00636332199572889
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;muriae",0.0029212353085665,0.0037701350572484,0.00426066382550567,0.00483458537244611,0.00616363365985611
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Crocicreas;cyathoideum",0.00290616241469269,0.00372290747500383,0.00418444888888971,0.00470645861896732,0.00579559372240416
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Heterosphaeria;veratri",0.00291228649753227,0.00373487283714734,0.00420260306747727,0.00473491532748896,0.00587988116500253
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis",0.00308498406372995,0.00388884267264399,0.00438011394547122,0.00496106351712045,0.0062130960939677
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Juncaceicola",0.00327137098205102,0.00414834019587073,0.00469236750704585,0.00534073998724867,0.0065373373266085
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Piskurozymaceae;Solicoccozyma;terrea",0.00304207740877297,0.00393178051382645,0.00447862073240895,0.00504693771515583,0.00627562499444657
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes",0.00283917786858396,0.00357460083467257,0.0040309793843925,0.00453931835508898,0.00568189671831456
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Filobasidium;wieringae",0.00293570187870007,0.00374471279391551,0.00423425157916761,0.00481383953364599,0.00591791155855877
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma",0.00293333291150336,0.00371724201803405,0.0042201973953433,0.00474292884595139,0.0058593036683126
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Ascochyta",0.00318879782942318,0.00396477590874264,0.00451983674364867,0.00509124123738159,0.00628057565257545
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;rishikesha",0.00289666500337088,0.00371347957782513,0.00418972533103392,0.00474156053409273,0.00598296858396711
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanodiplodia;tianschanica",0.00296934642463298,0.00371276479837819,0.00416923665156279,0.00470991452382467,0.00598190411845682
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales",0.00289114879474264,0.00373753437876262,0.00423178413787749,0.00476163239612322,0.00609959191634938
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Phacidiales;Phacidiaceae;Phacidium;pseudophacidioides",0.00291079911194998,0.00363558298632731,0.00411063564749694,0.00464772839407043,0.00583676012687619
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Rozellomycota",0.00334917585634084,0.00430882932672379,0.00487890597880909,0.00545974319565061,0.00674243380742834
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Agaricomycetes;Polyporales;Ganodermataceae;Ganoderma",0.00295744090986148,0.00370848112329277,0.00426587778312639,0.00478577566918447,0.00598638176526262
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;Taphrina",0.00302227752187029,0.00387555822961161,0.00437889707962778,0.00491860046423755,0.00611887808251389
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Capnocheirides",0.00291998144219395,0.00371842814071815,0.00418405035263908,0.00470900835964678,0.00584704876941729
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Holtermanniales;Holtermanniales_fam_Incertae_sedis;Holtermanniella;wattica",0.00308558252880585,0.00383957268182526,0.0043241812234634,0.00486828938003168,0.00612959557392795
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae",0.00291683059137368,0.00374138414023214,0.00420884187815801,0.00475740174999837,0.00600307211424887
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Laetinaevia",0.00305976627965727,0.00390162208693476,0.00443244925425387,0.00497173735430026,0.0062732130733997
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Xenomeris",0.00294882094340676,0.00380465762691349,0.00428772822625953,0.00485264841977062,0.00607749901587002
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora",0.0029277584722362,0.00373324999332963,0.00421967031487393,0.00480327673417806,0.00605970615333046
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae",0.00313482893536352,0.00395358256357572,0.0044314020259537,0.00495151139397982,0.00609178068362022
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Phacidiales;Phacidiaceae;Allantophomopsis;cytisporea",0.00291622518421124,0.00370324530442231,0.00421444190871964,0.00476643284277215,0.00598063455603925
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae",0.00300077028195911,0.0037872918098967,0.00428639015254667,0.00479211931191452,0.00610519109255062
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiomycetes_ord_Incertae_sedis;Buckleyzymaceae;Buckleyzyma;aurantiaca",0.00292175503588171,0.0037390117976195,0.00423496139076892,0.00482028911409584,0.00606507410720401
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Elasticomyces;elasticus",0.00299212943503952,0.0038924618736209,0.00441353299966583,0.00498511851603894,0.00615304424482329
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Blumeria;graminis",0.00289573984158073,0.00371955511691153,0.00423450762825424,0.00473235719164102,0.00588927664157666
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Herpotrichia;juniperi",0.00287071419132681,0.00373651440887506,0.00424650499672797,0.00477416972298502,0.00606229170563762
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;decumbens",0.00279450132975577,0.00351519237411231,0.00402402364352157,0.00455450923950658,0.00570181015963832
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Stagonospora;trichophoricola",0.00310853257648098,0.00396891741926299,0.00453036239455951,0.00510608665066914,0.00634473481852556
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;flavus",0.00295370728374541,0.00372691385639507,0.00422285697679063,0.004750831099028,0.00606059844356122
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Hyphodontia;pallidula",0.00305431715499543,0.00391545683003688,0.00443141054783184,0.00497549811129034,0.00615043436374094
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Tricladium;alaskense",0.00300893660697554,0.00374122741306491,0.00422422124784787,0.00476300175962553,0.00589144551432548
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Fungi;Ascomycota;Dothideomycetes;Capnodiales",0.00295416324344947,0.00376043891997116,0.00424586516670889,0.00479177799977503,0.00602908069574509
"Salamander","2018-06-16","Gibson Lakes","Age-1","Larvae/Neotene","Other",0.00761924199754673,0.00865200936247155,0.00925937483244155,0.00992259460136952,0.0114020920495559
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi",0.312248701410121,0.325105397495255,0.331828669457678,0.338628324492353,0.351180005197967
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiales_fam_Incertae_sedis;Batrachochytrium;dendrobatidis",0.00532353052407053,0.00650658391982451,0.00716080276781372,0.00784332873628272,0.00939256367220855
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiales;Cystobasidiaceae;Cystobasidium;slooffiae",0.0669935625802678,0.0750560054602782,0.0792766868837748,0.0837744144683744,0.0922928315194208
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;victoriae",0.0178592869071012,0.0209684440923537,0.0230745529348875,0.0251568337761858,0.0287823777951831
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;sake",0.0496932853337727,0.0565834160673619,0.0602537299618859,0.0640121929901422,0.0718375368460522
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;tassiana",0.0154061112338356,0.0192608936788388,0.021225851180925,0.0233887263434296,0.0279313302706023
"Salamander","2018-06-16","Gibson Lakes","Age-1","Metamorphosed","Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;diffluens",0.00742576366832735,0.00930565645281294,0.0104287423114565,0.0116685302941872,0.0142579206172006
